Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Cousin Bette,1998,R,Comedy Drama Romance ,Non,"1,295,194","1,295,194","Cousin Bette is a poor and lonely seamstress, who, after the death of her prominent and wealthy sister, tries to ingratiate herself into lives of her brother-in-law, Baron Hulot, and her niece, Hortense Hulot. Failing to do so, she instead finds solace and company in a handsome young sculptor she saves from starvation. But the aspiring artist soon finds love in the arms of another woman, Hortense, leaving Bette a bitter spinster. Bette plots to take revenge on the family who turned her away and stole her only love. With the help of famed courtesan Jenny Cadine she slowly destroys the lives of those who have scorned her.",songbird army soup deception 360 degree well camera shot 264 more ,144
B. Monkey,1998,R,Crime Drama Romance Thriller ,Non,"39,371","50,832","Alan Furnace is a young man with the perfectly proper, quiet life of a London school teacher. But beneath all of that decency lies a burning desire for excitement and he just found it. She's a woman unlike any other: Unruly Irish eyes, Latin lips... her name is Beatrice, but on the streets they call her B. Monkey. She's about to take him on an outrageous, dangerous and sexy ride through the wild side of London.",united kingdom great britain teacher love blow job 273 more ,83
The Hi-Lo Country,1998,R,Drama Romance Western ,Non,"166,082","166,082","An intimate story of the enduring bond of friendship between two hard-living men, set against a sweeping backdrop: the American West, post-World War II, in its twilight. Pete and Big Boy are masters of the prairie, but ultimately face trickier terrain: the human heart.",homosexual subtext horseback riding riding accident biracial victory in japan day 125 more ,105
Earth,1998,Not Rated,Drama Romance War ,Non,"424,798","424,798","The movie opens in Lahore of 1947 before India and Pakistan became independent. It is a cosmopolitan city, depicted by the coterie of working class friends who are from different religions. The rest of the movie chronicles the fate of this group and the maddening religious that sweeps even this city as the partition of the two countries is decided and Lahore is given to Pakistan.",second part weeping limping sex scene 8 year old 158 more ,65
The New Swiss Family Robinson,1998,PG,Adventure Family ,,,,"When Angelino Jack Robinson gets a new job in Australia, he decides to take his wife Anna, sons Shane and Todd, and daughter Elisabeth 'Lizzy' by sailing yacht from Hong Kong to Sydney. The gun he gets, thrown in by Sheldon Blake, proves disabled, and for a sinister reason: near Borneo, Blake's men turn up to capture them. The family escapes but loses the yacht on a reef. They build a cool camp on an island. But the pirates keep coming back, and the boys discover why: he hid a treasure in the yacht. Shane is also discovered and captured in more than one way by French plane-wreck survivor Françoise, who later teams up with the family.",family character name in title pirate knife fight kidnapping 11 more ,63
The Butcher,1998,,Drama ,,,,"Alina, a dissatisfied wife is brilliant and initiative-driven woman who runs an art gallery in Palermo. Her husband Daniele, a well-educated and intelligent conductor, is often distant in every sense. While waiting to adopt the child they can not have, in the life of her comes a joking butcher and prodigal of mischievous allusions, which arouses in her an irresistible attraction.",woman massages a nude man consumed by lust cheating wife extramarital affair horny wife 39 more ,122
The Glassblower's Children,1998,,Drama Family ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">SEK 28,000,000 (estimated)</span></li></ul></div></li",Non,Non,"Based on the novel by Maria Gripe, this is the story of two children, Klas and Klara, growing up in the poor Swedish countryside of the mid-19th century. Their father Albert is a glass-blower, famous for his beautiful vases, but still unable to earn enough money for his wife Sofia and the children. At a spring fair a distinguished gentleman arrives and buys all of Albert's glassware. After this nothing will be the same again. Klas and Klara are kidnapped and taken to a strange castle...",glass blower swedish 19th century rural setting based on novel 13 more ,65
Xiu Xiu: The Sent-Down Girl,1998,R,Drama ,Non,"1,010,933","1,018,545","Young teen girl Xiu Xiu is sent away to a remote corner of the Sichuan steppes for manual labor in 1975 (sending young people to there was a part of Cultural Revolution in China). A year later, she agrees to go to even more remote spot with a Tibetan saddle tramp Lao Jin to learn horse herding.",triple f rated china revolution nipple f rated 36 more ,153
Love &amp; Pop,1998,,Drama ,,,,"It is the '90s and the tradition of 'compensated dating' is well underway in Japan. Four high school girls are engaged in enjo kosai in order to satisfy their desire for different things. You can usually find them in Shibuya district of Tokyo where they will give you their time, and sometimes more, in exchange for money that buys pretty things.",enjo kosai japanese high school girl dating japanese girl promiscuity 205 more ,65
Don't Tell Anyone,1998,Unrated,Drama ,,,,"Based on the alleged autobiography of gay peruvian talk show host Jaime Bailey. Joaquin, a young man from the high class of Lima, deals with problems concerning his sexual identity as a child, then as a teenager pressured by his macho snobbish father, then as an independent lazy pot-smoking college student, and later as a cocaine addict in Lima and Miami.",male frontal nudity male nudity male objectification nudity gay kiss 30 more ,122
Divorcing Jack,1998,Not Rated,Thriller Comedy ,,,,"A married drunk hooks up with the ex-girlfriend of a vicious local criminal. He gets booted out of home for his infidelity, has a murderer on his tail, and must try to write the story of his life in order to save his journalism job. He gets help from a stripper dressed as a nun and goes undercover dressed as Shaggy from Scooby Doo. He finds a drinking buddy in an American fellow journalist.",nun infidelity murder of a nude woman tension marital problem 36 more ,65
Il mio West,1998,PG-13,Comedy Drama Western ,"10,000,000 (estimated)",Non,Non,"The idealistic lifestyle of an old West farmer, his Indian wife and half-breed son, who narrates the tale, is disrupted when his grandfather, an old gunslinger, shows up on the farm. Although looking to retire, the family is not happy with his return, given his past lifestyle and mistreatment of his family. Things get worse when another gunfighter shows up and terrorizes the town, trying to force the father into a gun fight.",saloon gunfight shootout bar shootout family relationships 3 more ,132
Un embrujo,1998,,Drama Romance ,,,,"13-year-old Eliseo is initiated into love by his schoolteacher Felipa, who leaves town after their relationship is discovered, leaving him mired in memories. Forced to marry another woman and live a routine life, Eliseo spends his life remembering his romance with Felipa. 10 years later, Felipa returns, removing his wounds and forever changing his life and those of his loved ones and everyone else in town.",rural setting first sex 1930s mexico based on novel 6 more ,121
