Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,1972,R,Comedy Drama Romance Thriller ,,,,"Peter is a cocky Harvard law student, who's tired of being square, so his best friend and theater director John gets him into the drug business. Peter loves the excitement of the gig and agrees to transport a suitcase full of pot from his suppliers to him. As a fan of the Rolling Stones' song Sympathy for the Devil, he picks Lucifer as his street name. At the drug dealers' hideout, Peter meets Susan and falls for her hard, since she's the complete opposite of his somewhat prudish and stuck up square girlfriend Annie. Susan likes him too and agrees to take him to a train station to hide the dope in one of the lockers there. They hit it off quickly. When they arrive at the station they notice a military officer, who's overseeing a funeral transport for what seems to be a casket of a dead soldier from Vietnam. This sight gives the two cold feet, so they leave to spend a night together at one of her musician friends' place. Peter then completes the job but soon asks John for another gig, since he really wants to see Susan again. However, the gig goes sour this time and the girl is busted with forty bricks (or kilos) of marijuana by police sergeant Murphy, who happens to be a dirty cop in bed with Cortez, a dangerous Cuban gangster. John wants his dope back and Peter wants to save Susan, so they come up with a risky plan that eventually involves a round metal casing full of red heroin which everyone wants and is glad to kill for.",marijuana drugs drug dealer drug trafficking taxi driver 66 more ,60
The Water Margin,1972,R,Action Drama ,,,,"Tells the story of the 108 Heroes who stood up against a corrupt government. Each hero has his own unique fighting skill, but they are all willing to die to uphold justice.",epic martial arts based on novel ,60
The Adult Version of Jekyll &amp; Hide,1972,Not Rated,Sci-Fi Horror ,,,,"When slimy stud Dr. Chris Leader takes possession of Dr. Jekyll's ancient notebook, he quickly becomes obsessed with the murderous sex crimes of the original Mr. Hyde. Ignoring the notebook's warning that the formula ""makes people appear as they really are,"" the demented doc mixes the potion and turns into Miss Hyde, a sexy blonde in a mini-dress who just happens to be a homicidal nymphomaniac.",female frontal nudity female nudity sex scene sex in shower bare breasts 42 more ,60
The Triple Echo,1972,R,Drama War ,,,,"Barton is a soldier in WW2 England; he meets Alice, who is looking after her farm single-handed as her husband is a prisoner of the Japanese. Barton stays overnight and they get friendly, and he decides to desert and stay with Alice. They become lovers. As a cover, she tells people in the village that her sister is staying with her, and Barton dresses the part. He has mixed feelings about the feminine role but evidently grows accustomed to it. Eventually an army sergeant comes to the farm, and is glad to learn that there are two unattached women there; he has sexual designs on them. Alice rebuffs him and he concentrates on Barton, as ""Cathy"". Barton is flattered by the attention, and foolishly agrees to go to a Christmas dance at the army base with the sergeant, obviously not realising that sexual activity will be involved, despite Alice's warnings. At the party, Barton realises what is developing, but can't escape, and the Sergeant won't take no for an answer.",army sergeant man disguised as a woman female impersonation stocking feet soldier 28 more ,60
Something to Hide,1972,,Crime Drama Thriller ,,,,"A man having marital problems with his shrewish wife picks up a young, pretty and pregnant hitchhiker. Before he knows it, he's in over his head and mixed up in violence and murder.",runaway crying baby pregnant teenager pregnant woman smoking vegetarian 164 more ,60
The Man with Two Heads,1972,GP,Horror Sci-Fi ,"20,000 (estimated)",Non,Non,"Horror remake of ""Dr. Jekyll And Mr. Hyde"".",lecturer scientist science scientist as protagonist body part in title 29 more ,60
Come Back Charleston Blue,1972,PG,Action Comedy Crime ,Non,"343,256",Non,"Sequel to Cotton comes to Harlem. Another bad influence is hitting Harlem and Gravedigger and Coffin Ed are the two cops who will stop it. Charleston Blue was a prohibition era black gangster, dead 4 decades. When he seems to have reappeared, once again slitting throats with his Blue straight edge razors, the two cops begin a complicated search for some answers.",heroin pool table champagne blaxploitation film cigar smoking 24 more ,60
The Groundstar Conspiracy,1972,PG,Action Crime Mystery Romance Sci-Fi Thriller ,Non,"200,406",Non,"A break-in and sabotage attempt occurs at a top secret research institute and the culprit is cornered and captured. The problem is that he's been badly injured and claims to have lost his memory entirely. A cat-and-mouse game ensues between investigator Tuxan, the mystery intruder Welles and the people who sent him on the mission.",manhunt canuxploitation sabotage top secret research institute 12 more ,60
To Kill a Clown,1972,R,Drama Horror Thriller ,,,,"A young hippie couple rent a secluded cabin on the beach in an attempt to re-connect with each other and save their marriage. Unfortunately, the man they rented the cabin from is a military-brat sociopath (Alan Alda) with two dogs more vicious than his temper.",female rear nudity female nudity tan line dog war veteran 188 more ,60
The Master and Margaret,1972,,Drama Fantasy Horror Romance ,,,,"The Master and Margaret (1972) is based on the eponymous book by Mikhail A. Bulgakov. The film is set in the Soviet Union under Stalin, it has several story-lines, that are intertwined. Maestro Nikolai Masoudov (Tognazzi), a talented writer, and his assistant Margaret (Farmer), are working on a biblical story of Pontius Pilate (Tadic). The Satan - Woland (Cuny), and his lieutenants, are harassing Master by surveillance, by killing his friend, and sending another friend to Gulag prison in Siberia. Victimized by their harassment, Master becomes paranoid, and is locked up in a mental institution. Margaret is trying to save him regardless of the danger.",yugoslav black wave magical creature artistic freedom pontius pilate mental institution 43 more ,60
When the Legends Die,1972,PG,Drama Western ,Non,"559,088",Non,"A young, rebellious Ute Indian joins the rodeo circuit and falls in with a drunken mentor who teaches him the ways of the ring and the world.",native american reservation contemporary western horseback riding ute indian rodeo 26 more ,60
Where Does It Hurt?,1972,R,Comedy Crime ,,,,"A corrupt hospital administrator decides to get as much money as possible from the patients by any means necessary - lie, cheat or steal.",vista vue hospital starts with a disclaimer medical laboratory hospital administrator bare chested male 40 more ,60
Trick Baby,1972,R,Action Crime Drama ,Non,"621,896",Non,Two Phildelphia con men try to evade gangsters they have conned and cops who are trying to put them in jail.,gangster on the run fugitive preacher con artist 5 more ,60
The Delightful Forest,1972,R,Action Adventure ,,,,"Wu Sung, a military swordmaster, is acused of murdering his adulterous sister-in-law and a thug, and sent to exile in Meng Chou. At the prison camp, Shih En, son of the camp commander, intercedes in his favour, to spare him the humiliating 100 bamboo lashes. When Wu Sung knows that a local thug, Chiang Chung, attacked and wounded Shih En to rob his wine cellar at the Delightful Forest, the military trainer decides to interfere. He defies the thug to a duel, in which he wins, at a cost - the thug is a drunkard who fights well, even when he has drunk too much! Later, after making sure Wu Sung has drunk too much, it's Chiang Chung who demands, and gets, his revenge. Chiang Chung moves political influences and treachery to provoke the downfall of the military instructor, again. Wu Sung returns from yet another exile, to get satisfaction.",cangue martial arts kung fu based on novel ,60
Ruslan i Lyudmila,1972,,Adventure Fantasy Mystery ,,,,"Based on Russian poet Alexander Pushkin's fairy tale poem of the same name. In the midst of the wedding party of Prince Ruslan and Ludmila, Ludmila is kidnapped by an evil sorcerer. Her father seeks help from his people, but of course Ruslan is the only one able to save her.",wizard witch test of love test of character sorcery 18 more ,120
The Man,1972,G,Drama ,,,,"When the President and Speaker of the House are killed in a building collapse, and the Vice-President declines the office due to age and ill-health, Senate President pro tempore Douglas Dilman (James Earl Jones) suddenly becomes the first black man to occupy the Oval Office. The events from that day to the next election when he must decide if he will actually run challenge his skills as a politician and leader.",politics fishing daughter protests picketing 13 more ,60
