Title,Date,Rating,Genres,Budget,WorldwideGross,Description,Keywords,Runtime,Revenue-Budget-Ratio
Joshua Then and Now,1985,R,Comedy Drama ,10940000,542420,"Successful Montréal-based writer Joshua Shapiro, in middle age, is facing both professional and personal crises, which make him reflect on his unusual life bringing him to where he is today. That success belies having grown up in the working class Jewish district of the city with his multi-career father, Reuben Shapiro (with most of those careers veering into the realm of the illegal), and his mother, Esther Shapiro, whose penchant for performing, which she demonstrated much to the delight of Joshua's friends at his bar mitzvah, took her into her own highly ""exposed"" career. Wanting to go to Spain to cover the conflict there in his younger years, he initially went to London instead, where he met arguably two of who would be the most important people in his life. The first is writer Sidney Murdoch, the two who eventually came up with a money making scheme at that time which is now the cause for one of those crises. The other is who was named Pauline Fraser (née Hornby) at the time of their initial meeting, she and her husband Colin Fraser left wing activists, which belied her blood blood WASP upbringing in Canada, the daughter of a Canadian senator. Love at first sight for Joshua, he was able to steal Pauline away from Colin for her to become Mrs. Joshua Shapiro. Beyond Pauline wanting an identity of her own beyond being Mrs. Joshua Shapiro or being mother to their eventual children, Pauline being devoted to her irresponsible jet setting brother, Kevin Hornby, is the cause for another of those crises.",antisemitic joke racist joke reference to charles darwin semi autobiographical happy ending 41 more ,60,0.049581353
Dune,1984,PG-13,Action Adventure Sci-Fi ,40000000,30979816,"In the distant year of 10191, all the planets of the known Universe are under the control of Padishah Emperor Shaddam IV and the most important commodity in the Universe is a substance called the spice ""MELANGE"" which is said to have the power of extending life, expanding the consciousness and even to ""fold space"" ; being able to travel to any distance without physically moving. This spice ""MELANGE"" is said to only be produced in the desert planet of Arrakis, where the FREMEN people have the prophecy of a man who will lead them to true freedom. This ""desert planet""of Arrakis is also known as DUNE. A secret report of the space ""GUILD"" talks about some circumstances and plans that could jeopardize the production of ""SPICE"" with four planets involved: ARRAKIS, CALADAN, GIEDI PRIME and KAITAIN, a world at least visually very alike to Earth and house of the Emperor of the known Universe. The ""GUILD"" sends a third stage navigator to KAITAIN to ask details from the Emperor and to demand him the killing of young Paul Atreides, son of the Duke Leto Atreides of CALADAN.",space travel desert planet water dune giant worm 245 more ,120,0.7744954
Once Upon a Time in America,1984,R,Crime Drama ,30000000,5473337,"With the vivid memory of his long-gone childhood friends Max, Patsy, and Cockeye etched in his mind, his ferociously loyal partners-in-crime during their rise to prominence in New York's Prohibition-era Lower East Side, the defeated, penniless, and guilt-ridden former gangster David ""Noodles"" Aaronson returns to Manhattan. Not knowing what to expect on his mission to shed light on his opaque past, grizzled Noodles reunites with his only living friend Fat Moe after 35 haunted years of self-exile. However, the relentless, piercing sound of culpability stands in the way of finding closure, as the inscrutable content of a well-worn leather suitcase further complicates matters. And now, against the backdrop of a torn conscience, the sad, bittersweet recollections of more than 50 years of love, death, and everything in-between become inextricably intertwined, leading to even more puzzling questions. But what are a man's options when he is left with nothing?",police corruption gangster prohibition sex scene female rear nudity 248 more ,180,0.182444567
The NeverEnding Story,1984,PG,Adventure Drama Family Fantasy ,27000000,20251411,"Bastian is a young boy who lives a dreary life being tormented by school bullies. On one such occasion he escapes into a book shop where the old proprieter reveals an ancient story-book to him, which he is warned can be dangerous. Shortly after, he ""borrows"" the book and begins to read it in the school attic where he is drawn into the mythical land of Fantasia, which desperately needs a hero to save it from destruction.",book story within the story dragon reading hero 161 more ,60,0.750052259
2010: The Year We Make Contact,1984,PG,Adventure Mystery Sci-Fi Thriller ,28000000,40400657,"In this sequel to 2001: A Space Odyssey (1968), a joint American-Soviet expedition is sent to Jupiter to discover what went wrong with the U.S.S. Discovery against a backdrop of growing global tensions. Amongst the mysteries the expedition must explain, are the appearance of a huge black monolith in Jupiter's orbit and the fate of H.A.L.; the Discovery's A.I. computer. Based on the novel by Arthur C. Clarke.",year 2010 2010s female russian astronaut deception the white house 172 more ,60,1.442880607
Firestarter,1984,R,Action Horror Sci-Fi Thriller ,15000000,17080167,"Andrew and Vicky McGee met while earning money as guinea pigs for an experiment at college. The experiment was shrouded in suspicion and mystery, and seemed to be related to psychic abilities. The two were married and had a daughter, Charlie, who has the ability to start fires by merely thinking about it, also known as pyrokinesis. Naturally, the government takes a great interest in Charlie, and operatives from the secret department known as ""The Shop"" want to quarantine and study her.",pyrokinesis experiment fire psychic doctor 152 more ,60,1.1386778
Against All Odds,1984,R,Action Adventure Crime Drama Romance Thriller ,13000000,21689062,"Reluctantly, the penniless, injured, and down-on-his-luck former football player, Terry Brogan, accepts to track down Jessie Wyler: the ex-girlfriend of the old friend and shady nightclub owner, Jake Wise. Now, on the sun-kissed beaches of picturesque Cozumel, Terry not only finds the elusive woman but also, unexpectedly, falls head-over-heels for Jessie, against the backdrop of suspicion and betrayal. More and more, Terry finds himself trapped in an intricate web of passion, intrigue, and murder, as Jessie starts to feel the burden of choice in this dangerous love triangle. Can there be a future?",nightclub mexico gangster sex scene los angeles california 33 more ,120,1.668389385
The Natural,1984,PG,Drama Sport ,28000000,47951979,"An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league in this magical sports fantasy. With the aid of a bat cut from a lightning struck tree, Hobbs lives the fame he should have had earlier when, as a rising pitcher, he is inexplicably shot by a young woman.",baseball 1930s baseball bat athlete based on novel 116 more ,120,1.712570679
The Cotton Club,1984,R,Crime Drama Music ,58000000,25928721,"The Cotton Club was a famous Harlem nightclub. This is the story of the people who visited this club as well as the people who ran it, and the film is generously peppered with the jazz music that made the Cotton Club so renowned in the 1920s and 1930s.",nudity jazz score jazz club prohibition mob hit 82 more ,120,0.447046914
Birdy,1984,R,Drama War ,12000000,1455045,"Philly boys Al and Birdy became friends in high school despite the extreme difference in their personalities, Al being the popular and athletic extrovert, Birdy the antisocial ""weird"" introvert. Al gave Birdy his nickname because of his fascination - obsession really - with birds, especially with flight. Al and Birdy have just completed their service of duty in the Vietnam War and have returned to the States. Al sustained some serious physical injuries, which required major reconstructive surgery to his face. Birdy, however, returned from Vietnam seemingly emotionally scarred. He was missing in action for one month. He has not spoken since he was found. Despite his own medical issues, Al travels to the institution where Birdy is being kept to see if he can assist in getting Birdy out of his near comatose state. Having always had issues with authority, Al is less than forthright with the doctors about Birdy's mental state prior to the war. As Al tries whatever he can to help Birdy using tools from their shared history prior to the war, he deals with his own post-war mental state.",vietnam war obsession mental illness best friend woman exposing her breasts for a man 93 more ,120,0.12125375
