,SearchTerm,Year,Link1,AdaptationOf,Link2,published_x,author_x,series_x,rating_x,charnum_x,awardnum_x
1054,Of Unknown Origin ,1983,/work/3086270,Fire Of Unknown Origin,/work/6537467,,by Blue Oyster Cult,0.0,-3.75,1.0,1.0
1055,Beyond the Ice Limit,,/work/17050596,,,,"by Douglas Preston, Lincoln Child",1.0,-3.72,7.0,1.0
1056,Eddie Macon's Run ,1983,/work/18424846,Eddie Macon's Run,/work/429132,,by James McLendon,0.0,-3.8,1.0,1.0
1057,Blade Runner ,Director's,/work/682397,Do Androids Dream of Electric Sheep?,/work/881,1968.0,by Philip K. Dick,1.0,-3.95,22.0,13.0
1058,First Blood ,1982,/work/3385364,First Blood,/work/396898,1972.0,by David Morrell,1.0,-3.89,10.0,1.0
1059,Sophie's Choice ,1982,/work/10652423,Sophie's Choice,/work/7326,1979.0,by William Styron,0.0,-4.13,13.0,17.0
1060,The Year of Living Dangerously ,1982,/work/934683,The Year of Living Dangerously,/work/63766,,by Christopher J. Koch,0.0,-3.91,5.0,2.0
1061,The Secret of NIMH ,1982,/work/641512,Mrs. Frisby and the Rats of NIMH,/work/38389,1971.0,by Robert C. O'Brien,1.0,-4.18,7.0,16.0
1062,Firefox ,1982,/work/8452079,Firefox,/work/18689,1977.0,by Craig Thomas,1.0,-3.59,1.0,1.0
1063,The Verdict ,1982,/work/7927890,The Brass Verdict,/work/5144215,2008.0,by Michael Connelly,1.0,-3.87,8.0,4.0
1064,The World According to Garp ,film],/work/6547361,The World According to Garp,/work/5178,1978.0,by John Irving,0.0,-4.08,15.0,18.0
1065,The Last Unicorn ,1982,/work/4626636,The Last Unicorn,/work/20998998,1968.0,by Peter S. Beagle,1.0,-4.22,8.0,7.0
1066,Evil Under the Sun ,1982,/work/11277589,Evil Under the Sun,/work/30059,1941.0,by Agatha Christie,1.0,-3.73,14.0,1.0
1067,Final Option,,/work/23807110,,,,by Clive Cussler,1.0,-4.34,1.0,1.0
1068,White Dog ,1982,/work/15263418,White Dog,/work/426731,,by Peter Temple,1.0,-3.87,1.0,1.0
1069,Cannery Row,,/work/3648378,,,1945.0,by John Steinbeck,1.0,-4.04,17.0,2.0
1070,Jekyll And Hyde Together Again ,film],/work/18425095,,,,,,,,
1071,A Stranger Is Watching ,1982,/work/16123563,A Stranger Is Watching,/work/70741,1977.0,by Mary Higgins Clark,0.0,-3.65,5.0,2.0
1072,Wrong is Right ,1982,/work/19963650,"Red, White & Liberal: How Left Is Right & Right Is Wrong",/work/98813,,by Alan Colmes,0.0,-3.19,1.0,1.0
1073,If You Could See What I Hear,,/work/137646,,,,by Tom Sullivan,0.0,-4.05,1.0,1.0
1074,"Yes, Giorgio ",1982,/work/18426799,"Yes, Giorgio",/work/16877095,,by Anne Piper,0.0,,1.0,1.0
1075,The Howling ,1981,/work/8480544,The Howling,/work/365004,,by Gary Brandner,1.0,-3.76,1.0,1.0
1076,For Your Eyes Only ,1981,/work/2211227,For Your Eyes Only,/work/43286,,by Ian Fleming,1.0,-3.46,1.0,1.0
1077,Thief ,1981,/work/1537608,The Book Thief,/work/393681,2005.0,by Markus Zusak,0.0,-4.36,12.0,41.0
1078,The Fox and the Hound ,1981,/work/799406,The Fox and the Hound,/work/2573519,1967.0,by Daniel P. Mannix,0.0,-4.17,1.0,2.0
1079,Private Lessons ,1981,/work/24190929,Private Lessons,/work/1562126,,by Julie Elizabeth Leto,0.0,-4.0,1.0,1.0
1080,The Postman Always Rings Twice ,1981,/work/7722349,The Postman Always Rings Twice,/work/12504,1934.0,by James M. Cain,0.0,-3.72,7.0,12.0
1081,Quest for Fire ,1981,/work/1036793,Quest for Fire,/work/214526,1911.0,by J.-H. Rosny aîné,1.0,-3.73,5.0,2.0
1082,Gallipoli ,1981,/work/934685,Gallipoli,/work/101173,,by Alan Moorehead,0.0,-3.98,1.0,2.0
1083,Wolfen ,1981,/work/16843067,The Wolfen,/work/60695,,by Whitley Strieber,0.0,-3.68,5.0,1.0
1084,The Hand ,1981,/work/22312059,The Left Hand of Darkness,/work/23117,1969.0,by Ursula K. Le Guin,1.0,-4.05,2.0,26.0
1085,Neighbors ,1981,/work/18085666,Neighbors [2014 film],/work/16902059,,by Nicholas Stoller (Director),0.0,-1.25,1.0,1.0
1086,True Confessions ,1981,/work/15110043,True Confessions,/work/257339,1977.0,by John Gregory Dunne,0.0,-3.67,6.0,1.0
1087,Sphinx,,/work/90655,,,1979.0,by Robin Cook,0.0,-3.26,1.0,1.0
1088,The Pursuit of D.B. Cooper / Robert Duvall (Adventure),,/work/24873280,,,,,0.0,,1.0,1.0
1089,The Amateur ,1981,/work/26329788,The Amateur Marriage,/work/2554470,2004.0,by Anne Tyler,0.0,-3.57,1.0,4.0
1090,The Shining ,1980,/work/2986124,The Shining,/work/6050,1977.0,by Stephen King,1.0,-4.12,7.0,16.0
1091,The Blue Lagoon ,1980,/work/10577286,The Blue Lagoon,/work/885007,1908.0,by H. de Vere Stacpoole,1.0,-3.73,1.0,1.0
1092,Ordinary People ,1980,/work/2138245,Ordinary People,/work/5867,1976.0,by Judith Guest,0.0,-3.83,5.0,8.0
1093,The Hunter ,1980,/work/18387110,The Heart is a Lonely Hunter,/work/18244,1940.0,by Carson McCullers,0.0,-3.96,9.0,20.0
1094,The Stunt Man ,1980,/work/1593462,The Stunt Man,/work/433884,,by Paul Brodeur,0.0,-3.6,1.0,1.0
1095,Cattle Annie and Little Britches,,/work/12521801,,,,by Robert Ward,0.0,-5.0,1.0,1.0
1096,The Island ,1980,/work/19018266,The Island,/work/1131906,2005.0,by Victoria Hislop,1.0,-3.76,8.0,3.0
1097,The Formula ,1980,/work/16526186,The Final Formula,/work/14784289,,by Becca Andre,1.0,-3.94,1.0,1.0
1098,The Black Marble ,1980,/work/15124450,The Black Marble,/work/303025,1977.0,by Joseph Wambaugh,0.0,-3.7,1.0,1.0
1099,Rough Cut,,/work/748566,,,,by Edward Gorman,1.0,-3.5,1.0,1.0
1100,The Warriors ,1979,/work/5719804,The Warriors,/work/1362699,1965.0,by Sol Yurick,0.0,-3.37,8.0,1.0
1101,Moonraker ,1979,/work/2211220,Moonraker,/work/62213,,by Ian Fleming,1.0,-3.55,5.0,1.0
1102,Escape from Alcatraz ,1979,/work/12234492,Escape from Alcatraz,/work/1817318,,by J. Campbell Bruce,0.0,-3.37,5.0,1.0
1103,Tess ,1979,/work/11905031,Tess of the d'Urbervilles,/work/7189,1891.0,by Thomas Hardy,0.0,-3.82,3.0,19.0
1104,The Black Stallion ,1979,/work/6744633,The Black Stallion,/work/4915,1941.0,"by Walter Farley, Michel Faure, Robert Genin",1.0,-4.04,3.0,3.0
1105,Airport Terminal Pack,,/work/3765930,,,,"by George Seaton (Director), Jerry Jameson (Director), David Lowell Rich (Director), Jack Smight (Director)",0.0,,1.0,1.0
1106,Prophecy,,/work/10740649,,,2011.0,by S. J. PARRIS,1.0,-3.77,20.0,1.0
1107,Bloodline ,1979,/work/11681143,Bloodline,/work/10187,1978.0,by Sidney Sheldon,0.0,-3.56,1.0,1.0
1108,Winter Kills ,1979,/work/18930453,Winter Kills,/work/17833941,,by J. P. Bowie,1.0,-3.5,1.0,1.0
1109,The Human Factor ,1979,/work/18721229,The Human Factor,/work/92653,1978.0,by Graham Greene,0.0,-3.86,2.0,4.0
1110,The Prisoner of Zenda ,1979,/work/8112400,The Prisoner of Zenda,/work/2970534,1894.0,by Anthony Hope,1.0,-3.74,17.0,5.0
1111,Invasion of the Body Snatchers ,1978,/work/8921992,Invasion of the Body Snatchers [1956 film],/work/4607155,,"by Don Siegel (Director), Daniel Mainwaring (Screenwriter)",0.0,-3.77,1.0,1.0
1112,Death on the Nile ,1978,/work/3446758,Death on the Nile,/work/29995,,by Agatha Christie,1.0,-3.92,17.0,3.0
1113,The Lord of the Rings: Original 1978 Motion Picture Soundtrack,,/work/8793824,The Lord of the Rings,/work/1386651,1968.0,by J. R. R. Tolkien,1.0,-4.52,270.0,58.0
1114,The Wiz ,1978,/work/9230157,The Wizard of Oz,/work/20410,1900.0,by L. Frank Baum,1.0,-3.87,22.0,14.0
1115,The Great Train Robbery,,/work/4809,,,1975.0,by Michael Crichton,0.0,-3.76,5.0,2.0
1116,The Big Fix,,/work/558221,,,,by Roger L. Simon,1.0,-3.5,1.0,2.0
1117,Caravans,,/work/151679,,,1963.0,by James A. Michener,0.0,-3.68,1.0,2.0
1118,The Spy Who Loved Me ,1977,/work/2211213,The Spy Who Loved Me,/work/38539,,"by Ian Fleming, Vivienne Michel (Author)",1.0,-3.09,5.0,1.0
1119,A Bridge Too Far ,1977,/work/2208634,A Bridge Too Far,/work/11744,,by Cornelius Ryan,0.0,-4.14,8.0,2.0
1120,The Deep ,1977,/work/16736346,The Deep,/work/22341293,,"by Rivers Solomon, Daveed Diggs, William Hutson, Jonathan Snipes",0.0,-3.84,2.0,10.0
1121,The Rescuers ,1977,/work/8098666,The Rescuers,/work/308736,1959.0,by Margery Sharp,1.0,-3.88,4.0,2.0
1122,Sorcerer ,1977,/work/11713224,The Wages of Fear,/work/1002505,1950.0,by Georges Arnaud,0.0,-4.02,1.0,1.0
1123,Julia ,1977,/work/807730,Julia,/work/2308923,,by Lillian Hellman,0.0,-3.0,1.0,1.0
1124,Carrie ,1976,/work/858952,Carrie,/work/12444,1974.0,by Stephen King,0.0,-3.73,8.0,10.0
1125,Marathon Man ,1976,/work/5688999,Marathon Man,/work/299323,1974.0,by William Goldman,1.0,-3.84,1.0,1.0
1126,The Man Who Fell to Earth ,1976,/work/1349362,The Man Who Fell to Earth,/work/27188,1963.0,by Walter Tevis,0.0,-3.83,2.0,1.0
1127,The Last Tycoon ,1976,/work/6149715,The Last Tycoon,/work/4055967,1941.0,by F. Scott Fitzgerald,0.0,-3.45,5.0,1.0
1128,Jaws ,1975,/work/126763,Jaws,/work/24251,1974.0,by Peter Benchley,1.0,-3.61,4.0,2.0
1129,One Flew Over the Cuckoo's Nest ,1975,/work/17914767,One Flew over the Cuckoo's Nest,/work/2122,1962.0,by Ken Kesey,0.0,-4.16,31.0,21.0
1130,Barry Lyndon ,1975,/work/820607,Barry Lyndon,/work/113803,1844.0,by William Makepeace Thackeray,0.0,-3.55,1.0,3.0
1131,Picnic at Hanging Rock ,1975,/work/880540,Picnic at Hanging Rock,/work/69475,1967.0,by Joan Lindsay,1.0,-3.76,10.0,1.0
1132,The Eiger Sanction ,1975,/work/10706612,The Eiger Sanction,/work/4807,1972.0,by Trevanian,1.0,-3.69,1.0,2.0
1133,3 Days of the Condor ,1975,/work/4115051,Six Days of the Condor,/work/429502,1974.0,by James Grady,1.0,-3.79,1.0,2.0
1134,The Man Who Would Be King ,1975,/work/823402,The Man Who Would Be King [short story],/work/8387386,1888.0,by Rudyard Kipling,0.0,-3.47,2.0,1.0
1135,Hustle ,1975,/work/8593230,"Hustle, Hustle",/work/9784168,,by Joel Bauer,0.0,-4.0,1.0,1.0
1136,The Godfather Part II ,1974,/work/646742,The Godfather,/work/4808,1969.0,by Mario Puzo,1.0,-4.18,25.0,12.0
1137,The Man with the Golden Gun ,1974,/work/2211207,The Man with the Golden Gun,/work/108681,1965.0,by Ian Fleming,1.0,-3.27,17.0,1.0
1138,Death Wish ,1974,/work/6230965,Death Wish [2018 film],/work/21919175,,"by Eli Roth (Director), Joe Carnahan (Screenwriter)",1.0,-2.25,4.0,1.0
1139,The Great Gatsby (Original Japanese film program for the 1974 film),,/work/24111857,The Great Gatsby,/work/2964,1925.0,"by F. Scott Fitzgerald, Jane Pauley (Narrator), Maria Tsaneva (Illustrator)",0.0,-3.86,18.0,43.0
1140,The Towering Inferno ,1974,/work/779143,The Tower,/work/53549,,by Richard Martin Stern,0.0,-3.12,1.0,1.0
1141,The Exorcist ,1973,/work/883166,The Exorcist,/work/38484,1971.0,by William Peter Blatty,1.0,-3.9,6.0,13.0
1142,Live and Let Die ,1973,/work/2211204,Live and Let Die,/work/43311,1954.0,by Ian Fleming,1.0,-3.43,7.0,1.0
1143,Soylent Green ,1973,/work/2943155,Make Room! Make Room!,/work/48796,1966.0,by Harry Harrison,0.0,-3.61,4.0,5.0
1144,The Long Goodbye ,1973,/work/3293125,The Long Goodbye,/work/15087,1953.0,by Raymond Chandler,1.0,-4.16,13.0,14.0
1145,The Day of the Dolphin ,1973,/work/18756187,Dolphin's First Day: The Story of a Bottlenose Dolphin,/work/1155053,1994.0,by Kathleen Weidner Zoehfeld,1.0,-3.94,1.0,1.0
1146,The Godfather ,1972,/work/643664,The Godfather,/work/4808,1969.0,by Mario Puzo,1.0,-4.18,25.0,12.0
1147,Deliverance ,1972,/work/126702,Deliverance,/work/69712,1970.0,by James Dickey,0.0,-3.9,4.0,13.0
1148,The Poseidon Adventure ,1972,/work/3364491,The Poseidon Adventure,/work/619306,1969.0,by Paul Gallico,0.0,-3.46,1.0,1.0
1149,A Clockwork Orange ,1971,/work/35519,A Clockwork Orange,/work/1473,1962.0,by Anthony Burgess,0.0,-4.0,11.0,35.0
1150,Willy Wonka & the Chocolate Factory ,1971,/work/1428423,Charlie and the Chocolate Factory,/work/1588,,by Roald Dahl,1.0,-4.1,25.0,15.0
1151,Diamonds Are Forever ,1971,/work/2211141,Diamonds Are Forever,/work/43275,,by Ian Fleming,1.0,-3.44,10.0,1.0
1152,The Last Picture Show ,1971,/work/5852057,The Last Picture Show,/work/72810,,by Larry McMurtry,1.0,-3.91,16.0,2.0
1153,Wake in Fright ,1971,/work/14890650,Wake in Fright,/work/581375,1961.0,by Kenneth Cook,0.0,-4.06,1.0,1.0
1154,Johnny Got His Gun ,1971,/work/15830359,Johnny Got His Gun,/work/8442,1939.0,by Dalton Trumbo,0.0,-4.17,8.0,3.0
1155,MASH: A Novel About Three Army Doctors,,/work/39891,,,1968.0,"by Richard Hooker, Richard Hooker",1.0,-3.81,8.0,1.0
1156,Love Story ,1970,/work/2720256,Love Story,/work/42295,1970.0,by Erich Segal,1.0,-3.36,5.0,7.0
1157,Airport ,1970,/work/7799938,Airport,/work/69661,,by Arthur Hailey,0.0,-3.55,11.0,3.0
1158,Little Big Man ,1970,/work/126778,Little Big Man,/work/2071405,1964.0,"by Thomas Berger, Thomas Berger",1.0,-4.15,1.0,5.0
1159,Beneath the Planet of the Apes ,1970,/work/897702,Beneath the Planet of the Apes,/work/704980,1970.0,by Michael Avallone,1.0,-3.19,1.0,1.0
