SearchTerm,Year,Link1,AdaptationOf,Link2,published_x,author_x,series_x,rating_x,charnum_x,awardnum_x
Appointment with Death [1988 film],Appointment with Death [1988 film],/work/16292476,Appointment with Death,/work/15499,1938,by Agatha Christie,1,-3.63,13,1
Vice Versa [1988 film],Vice Versa [1988 film],/work/22486665,Vice Versa,/work/60350,1882,by F. Anstey,0,-3.83,1,1
The Milagro Beanfield War [1988 film],The Milagro Beanfield War [1988 film],/work/10699845,The Milagro Beanfield War,/work/115961,1974,by John Nichols,1,-4.14,7,1
Maniac Cop [1988 Film],Maniac Cop [1988 Film],/work/16446488,Bon Cop Bad Cop [2006 film],/work/12286095,,by Erik Canuel,0,-3.5,1,1
The Couch Trip [1988 film],The Couch Trip [1988 film],/work/17776859,The Couch Trip,/work/6916627,,by Ken Kolb,0,-3.5,1,1
The Good Mother [1988 film],The Good Mother [1988 film],/work/24916394,The Good Mother,/work/72473,1986,by Sue Miller,0,-3.63,4,2
Everybody's All-American [1988 film],Everybody's All-American [1988 film],/work/17615951,Everybody's All-American,/work/626789,1981,by Frank Deford,0,-3.92,10,1
Beyond the C Standard Library: An Introduction to Boost,Beyond the C Standard Library: An Introduction to Boost,/work/1575908,,,,by Björn Karlsson,0,-3.75,1,1
The Princess Bride [1987 film],The Princess Bride [1987 film],/work/11454,The Princess Bride,/work/4936,1973,by William Goldman,0,-4.27,15,3
Full Metal Jacket [1987 film],Full Metal Jacket [1987 film],/work/1482466,The Short-Timers,/work/8360,1979,by Gustav Hasford,0,-4.28,1,1
The Witches of Eastwick [1987 film],The Witches of Eastwick [1987 film],/work/1015241,The Witches of Eastwick,/work/74700,1984,by John Updike,1,-3.3,4,4
The Untouchables [1987 film],The Untouchables [1987 film],/work/643637,The Untouchables,/work/280256,1957,"by Eliot Ness, Oscar Fraley (Author)",0,-3.65,1,1
The Running Man [1987 film],The Running Man [1987 film],/work/710958,The Running Man,/work/109376,1986,by Stephen King,0,-3.6,4,1
Empire of the Sun [1987 film],Empire of the Sun [1987 film],/work/2194749,Empire of the Sun,/work/7150,1984,by J.G. Ballard,1,-3.94,12,9
"Three Novels: Molloy, Malone Dies, The Unnamable","Three Novels: Molloy, Malone Dies, The Unnamable",/work/1069904,,,1951,by Samuel Beckett,1,-4.14,1,5
No Way Out [1987 film],No Way Out [1987 film],/work/14427883,The Big Clock,/work/262536,1946,by Kenneth Fearing,0,-3.73,7,3
The Believers [1987 film],The Believers [1987 film],/work/14352334,The Believers,/work/4398201,2008,by Zoë Heller,0,-3.52,14,3
The Fourth Protocol [1987 film],The Fourth Protocol [1987 film],/work/1665250,The Fourth Protocol,/work/11626,1984,by Frederick Forsyth,0,-3.68,2,1
Ironweed,Ironweed,/work/37306,,,1983,by William J. Kennedy,1,-3.82,2,9
Rampage [1987 film],Rampage [1987 film],/work/22060326,Rampage [2018 film],/work/21963893,2018,by Brad Peyton (Director),0,-3.5,1,1
Tough Guys Don't Dance [1987 film],Tough Guys Don't Dance [1987 film],/work/1061216,Tough Guys Don't Dance,/work/128346,1984,by Norman Mailer,0,-3.16,1,1
The Sicilian [1987 film],The Sicilian [1987 film],/work/16552515,The Sicilian,/work/27396,1984,by Mario Puzo,1,-3.62,3,2
White Mischief [1987 film],White Mischief [1987 film],/work/13950611,White Mischief: The Murder of Lord Erroll,/work/148140,1982,by James Fox,0,-3.65,7,1
A Prayer for the Dying [1987 film],A Prayer for the Dying [1987 film],/work/12692823,The Iron Tiger/The Keys of Hell/A Prayer for the Dying,/work/55777,,by Jack Higgins,0,-3.54,4,1
Burglar [1987 film],Burglar [1987 film],/work/1246448,B Is for Burglar,/work/10184,1985,by Sue Grafton,1,-3.57,24,2
Pinocchio and the Emperor of the Night,Pinocchio and the Emperor of the Night,/work/9611266,,,,by Filmation,0,,1,1
Manhunter [1986 film],Manhunter [1986 film],/work/8571160,Red Dragon,/work/5882,1981,by Thomas Harris,1,-3.82,5,10
Cobra [1986 film],Cobra [1986 film],/work/13194244,A Running Duck,/work/1282743,1978,by Paula Gosling,0,-3.68,1,2
The Mosquito Coast [1986 film],The Mosquito Coast [1986 film],/work/1349246,The Mosquito Coast,/work/7931,1980,by Paul Theroux,0,-3.7,3,5
The Clan of the Cave Bear [1986 film],The Clan of the Cave Bear [1986 film],/work/6202789,The Clan of the Cave Bear,/work/3599321,1980,by Jean M. Auel,1,-3.93,33,11
Heartburn [1986 film],Heartburn [1986 film],/work/17141982,Heartburn,/work/154016,1983,by Nora Ephron,0,-3.61,3,2
8 Million Ways to Die [1986 film],8 Million Ways to Die [1986 film],/work/22245519,Eight Million Ways to Die,/work/24583,1982,by Lawrence Block,1,-4.03,1,2
Blue City,Blue City,/work/564047,,,,by Ross Macdonald,0,-3.63,1,1
Tai-Pan [1986 film],Tai-Pan [1986 film],/work/23681497,Tai-Pan,/work/19000,1966,by James Clavell,1,-4.08,21,1
Heat [1995 film],Heat [1995 film],/work/25882561,,,,,,,,
Native Son,Native Son,/work/8100,,,1940,by Richard Wright,0,-3.93,14,23
Return to Oz [1985 film],Return to Oz [1985 film],/work/9086437,Return to Oz,,,,,,,
A Room with a View,A Room with a View,,,,,,,,,
The Color Purple,The Color Purple,,,,,,,,,
Silver Bullet [1985 Film],Silver Bullet [1985 Film],/work/10802348,,,,,,,,
To Live and Die in L.A. [1985 film],To Live and Die in L.A. [1985 film],/work/12286381,To Live and Die in L.A.,/work/344580,,by Gerald Petievich,0,-3.8,4,1
Fletch [1985 film],Fletch [1985 film],/work/7462354,Fletch,/work/32163,1974,by Gregory Mcdonald,1,-3.77,8,3
The Black Cauldron [1985 animated film],The Black Cauldron [1985 animated film],/work/6550675,The Book of Three,/work/5943,1964,by Lloyd Alexander,1,-4.01,9,6
Brewster's Millions [1985 film],Brewster's Millions [1985 film],/work/6008692,Brewster's Millions,/work/773056,,by George Barr McCutcheon,0,-3.69,16,1
The Quiet Earth [1985 film],The Quiet Earth [1985 film],/work/11047142,The Quiet Earth,/work/60158,1981,by Craig Harrison,0,-4.03,1,1
Mishima: A Life In Four Chapters (1985 Film),Mishima: A Life In Four Chapters (1985 Film),/work/17476119,Mishima: A Life in Four Chapters,/work/7719176,1985,by Paul Schrader (Director),0,-5,1,1
King Solomon's Mines [1985 film],King Solomon's Mines [1985 film],/work/10817243,King Solomon's Mines,/work/55090,1885,by Henry Rider Haggard,1,-3.63,11,10
Desert Hearts [1985 film],Desert Hearts [1985 film],/work/1672346,Desert of the Heart,/work/71011,1964,by Jane Rule,0,-3.68,3,1
The Mean Season [1985 film],The Mean Season [1985 film],/work/24411573,"Fables, Vol. 05: The Mean Seasons",/work/59077,,by Bill Willingham,1,-4.13,36,1
King David [1985 film],King David [1985 film],/work/11791127,King of the Murgos,/work/17511,1988,by David Eddings,1,-3.77,19,2
Compromising Positions,Compromising Positions,/work/42361,,,1978,by Susan Isaacs,1,-3.65,1,1
Stick [1985 film],Stick [1985 film],/work/21786945,Stick,/work/189699,,by Elmore Leonard,0,-3.64,1,1
Joshua Then and Now,Joshua Then and Now,/work/323382,,,1980,by Mordecai Richler,0,-3.76,29,1
Dune [1984 film],Dune [1984 film],/work/4041425,Dune,/work/4041453,1965,by Frank Herbert,1,-4.27,26,31
Once Upon a Time in America [1984 film],Once Upon a Time in America [1984 film],/work/9682068,Once Upon a Time in America,/work/1906664,,by Harry Grey,0,-3.45,1,1
The NeverEnding Story [1984 film],The NeverEnding Story [1984 film],/work/532670,The Neverending Story,/work/1174144,1979,by Michael Ende,0,-4.15,18,9
2010: The Year We Make Contact [1984 film],2010: The Year We Make Contact [1984 film],/work/2915906,2010: Odyssey Two,/work/7132,,by Arthur C. Clarke,1,-3.6,17,3
Firestarter [1984 film],Firestarter [1984 film],/work/16291059,Firestarter,/work/24193,1980,by Stephen King,0,-3.64,6,6
The Natural [1984 film],The Natural [1984 film],/work/1894224,The Natural,/work/149023,1952,by Bernard Malamud,0,-3.65,8,2
Birdy [1984 film],Birdy [1984 film],/work/3559400,Birdy,/work/63948,1978,by William Wharton,0,-4.01,1,3
The Hotel New Hampshire [1984 film],The Hotel New Hampshire [1984 film],/work/6478466,The Hotel New Hampshire,/work/5162,1981,by John Irving,0,-3.86,12,2
A Passage to India [1984 film],A Passage to India [1984 film],/work/1130628,A Passage to India,/work/2156470,1924,by E. M. Forster,0,-3.76,10,29
The Evil That Men Do [1984 film],The Evil That Men Do [1984 film],/work/16588502,The Evil that Men Do / The Purloined Planet,/work/791818,1969,"by John Brunner, Lin Carter (Author)",1,-3.38,1,1
The Razor's Edge [1984 film],The Razor's Edge [1984 film],/work/17207551,The Razor's Edge,/work/7947,1944,by W. Somerset Maugham,0,-4.08,8,5
Flashpoint,Flashpoint,/work/313691,,,2004,by Suzanne Brockmann,1,-3.9,4,2
Best Defense [1984 film],Best Defense [1984 film],/work/17725840,"The Walking Dead, Volume 05: The Best Defense",/work/1036473,,"by Robert Kirkman, Charlie Adlard (Inker), Cliff Rathburn (Illustrator)",1,-4.01,15,1
Finders Keepers,Finders Keepers,/work/15179344,,,,by Stephen King,1,-3.94,10,4
The Outsiders [1983 film],The Outsiders [1983 film],/work/7747039,The Outsiders,/work/22993,1967,by S. E. Hinton,0,-4.03,14,11
Christine [1983 film],Christine [1983 film],/work/5346501,Christine,/work/35808,1983,by Stephen King,0,-3.54,12,3
A Christmas Story [1983 film],A Christmas Story [1983 film],/work/8182979,In God We Trust: All Others Pay Cash,/work/6608,1966,by Jean Shepherd,0,-3.98,1,1
Cujo [1983 film],Cujo [1983 film],/work/2752778,Cujo,/work/3185,1981,by Stephen King,0,-3.44,10,6
The Dead Zone [1983 film],The Dead Zone [1983 film],/work/3075261,The Dead Zone,/work/2934,1979,by Stephen King,0,-3.79,15,6
Something Wicked This Way Comes,Something Wicked This Way Comes,/work/3397,,,1963,by Ray Bradbury,1,-3.96,11,11
Terms of Endearment [1983 film],Terms of Endearment [1983 film],/work/758816,Terms of Endearment,/work/42485,1975,by Larry McMurtry,1,-3.88,8,2
Rumble Fish [1983 film],Rumble Fish [1983 film],/work/11778452,Rumble Fish,/work/124717,1975,by S. E. Hinton,0,-3.67,4,2
The Keep [1983 film],The Keep [1983 film],/work/18514521,The Keep,/work/32248,1981,by F. Paul Wilson,1,-3.77,16,1
The Lonely Lady [1983 film],The Lonely Lady [1983 film],/work/17798048,The Lonely Lady,/work/43473,1976,by Harold Robbins,0,-2.52,1,1
Gorky Park [1983 film],Gorky Park [1983 film],/work/4341200,Gorky Park,/work/38344,1981,by Martin Cruz Smith,1,-3.88,8,8
The Osterman Weekend [1983 film],The Osterman Weekend [1983 film],/work/9964472,The Osterman Weekend,/work/49653,1972,by Robert Ludlum,0,-3.43,1,1
The Wicked Lady [1983 film],The Wicked Lady [1983 film],/work/20539727,Life and Death of the Wicked Lady Skelton,/work/625707,1944,by Magdalen King-Hall,0,-4.25,3,1
Of Unknown Origin [1983 film],Of Unknown Origin [1983 film],/work/3086270,Fire Of Unknown Origin,/work/6537467,,by Blue Oyster Cult,0,-3.75,1,1
Beyond the Ice Limit,Beyond the Ice Limit,/work/17050596,,,,"by Douglas Preston, Lincoln Child",1,-3.72,7,1
Eddie Macon's Run [1983 film],Eddie Macon's Run [1983 film],/work/18424846,Eddie Macon's Run,/work/429132,,by James McLendon,0,-3.8,1,1
Blade Runner [Director's Cut],Blade Runner [Director's Cut],/work/682397,Do Androids Dream of Electric Sheep?,/work/881,1968,by Philip K. Dick,1,-3.95,22,13
First Blood [1982 film],First Blood [1982 film],/work/3385364,First Blood,/work/396898,1972,by David Morrell,1,-3.89,10,1
Sophie's Choice [1982 film],Sophie's Choice [1982 film],/work/10652423,Sophie's Choice,/work/7326,1979,by William Styron,0,-4.13,13,17
The Year of Living Dangerously [1982 film],The Year of Living Dangerously [1982 film],/work/934683,The Year of Living Dangerously,/work/63766,,by Christopher J. Koch,0,-3.91,5,2
The Secret of NIMH [1982 film],The Secret of NIMH [1982 film],/work/641512,Mrs. Frisby and the Rats of NIMH,/work/38389,1971,by Robert C. O'Brien,1,-4.18,7,16
Firefox [1982 film],Firefox [1982 film],/work/8452079,Firefox,/work/18689,1977,by Craig Thomas,1,-3.59,1,1
The Verdict [1982 film],The Verdict [1982 film],/work/7927890,The Brass Verdict,/work/5144215,2008,by Michael Connelly,1,-3.87,8,4
The World According to Garp [film],The World According to Garp [film],/work/6547361,The World According to Garp,/work/5178,1978,by John Irving,0,-4.08,15,18
The Last Unicorn [1982 film],The Last Unicorn [1982 film],/work/4626636,The Last Unicorn,/work/20998998,1968,by Peter S. Beagle,1,-4.22,8,7
Evil Under the Sun [1982 film],Evil Under the Sun [1982 film],/work/11277589,Evil Under the Sun,/work/30059,1941,by Agatha Christie,1,-3.73,14,1
Final Option,Final Option,/work/23807110,,,,by Clive Cussler,1,-4.34,1,1
White Dog [1982 film],White Dog [1982 film],/work/15263418,White Dog,/work/426731,,by Peter Temple,1,-3.87,1,1
Cannery Row,Cannery Row,/work/3648378,,,1945,by John Steinbeck,1,-4.04,17,2
Jekyll And Hyde Together Again [film],Jekyll And Hyde Together Again [film],/work/18425095,,,,,,,,
A Stranger Is Watching [1982 film],A Stranger Is Watching [1982 film],/work/16123563,A Stranger Is Watching,/work/70741,1977,by Mary Higgins Clark,0,-3.65,5,2
Wrong is Right [1982 film],Wrong is Right [1982 film],/work/19963650,"Red, White & Liberal: How Left Is Right & Right Is Wrong",/work/98813,,by Alan Colmes,0,-3.19,1,1
If You Could See What I Hear,If You Could See What I Hear,/work/137646,,,,by Tom Sullivan,0,-4.05,1,1
"Yes, Giorgio [1982 film]","Yes, Giorgio [1982 film]",/work/18426799,"Yes, Giorgio",/work/16877095,,by Anne Piper,0,,1,1
The Howling [1981 film],The Howling [1981 film],/work/8480544,The Howling,/work/365004,,by Gary Brandner,1,-3.76,1,1
For Your Eyes Only [1981 film],For Your Eyes Only [1981 film],/work/2211227,For Your Eyes Only,/work/43286,,by Ian Fleming,1,-3.46,1,1
Thief [1981 film],Thief [1981 film],/work/1537608,The Book Thief,/work/393681,2005,by Markus Zusak,0,-4.36,12,41
The Fox and the Hound [1981 film],The Fox and the Hound [1981 film],/work/799406,The Fox and the Hound,/work/2573519,1967,by Daniel P. Mannix,0,-4.17,1,2
Private Lessons [1981 Film],Private Lessons [1981 Film],/work/24190929,Private Lessons,/work/1562126,,by Julie Elizabeth Leto,0,-4,1,1
The Postman Always Rings Twice [1981 film],The Postman Always Rings Twice [1981 film],/work/7722349,The Postman Always Rings Twice,/work/12504,1934,by James M. Cain,0,-3.72,7,12
Quest for Fire [1981 film],Quest for Fire [1981 film],/work/1036793,Quest for Fire,/work/214526,1911,by J.-H. Rosny aîné,1,-3.73,5,2
Gallipoli [1981 film],Gallipoli [1981 film],/work/934685,Gallipoli,/work/101173,,by Alan Moorehead,0,-3.98,1,2
Wolfen [1981 film],Wolfen [1981 film],/work/16843067,The Wolfen,/work/60695,,by Whitley Strieber,0,-3.68,5,1
The Hand [1981 film],The Hand [1981 film],/work/22312059,The Left Hand of Darkness,/work/23117,1969,by Ursula K. Le Guin,1,-4.05,2,26
Neighbors [1981 Film],Neighbors [1981 Film],/work/18085666,Neighbors [2014 film],/work/16902059,,by Nicholas Stoller (Director),0,-1.25,1,1
True Confessions [1981 film],True Confessions [1981 film],/work/15110043,True Confessions,/work/257339,1977,by John Gregory Dunne,0,-3.67,6,1
Sphinx,Sphinx,/work/90655,,,1979,by Robin Cook,0,-3.26,1,1
The Pursuit of D.B. Cooper / Robert Duvall (Adventure),The Pursuit of D.B. Cooper / Robert Duvall (Adventure),/work/24873280,,,,,0,,1,1
The Amateur [1981 film],The Amateur [1981 film],/work/26329788,The Amateur Marriage,/work/2554470,2004,by Anne Tyler,0,-3.57,1,4
The Shining [1980 film],The Shining [1980 film],/work/2986124,The Shining,/work/6050,1977,by Stephen King,1,-4.12,7,16
The Blue Lagoon [1980 film],The Blue Lagoon [1980 film],/work/10577286,The Blue Lagoon,/work/885007,1908,by H. de Vere Stacpoole,1,-3.73,1,1
Ordinary People [1980 film],Ordinary People [1980 film],/work/2138245,Ordinary People,/work/5867,1976,by Judith Guest,0,-3.83,5,8
The Hunter [1980 film],The Hunter [1980 film],/work/18387110,The Heart is a Lonely Hunter,/work/18244,1940,by Carson McCullers,0,-3.96,9,20
The Stunt Man [1980 film],The Stunt Man [1980 film],/work/1593462,The Stunt Man,/work/433884,,by Paul Brodeur,0,-3.6,1,1
Cattle Annie and Little Britches,Cattle Annie and Little Britches,/work/12521801,,,,by Robert Ward,0,-5,1,1
The Island [1980 Film],The Island [1980 Film],/work/19018266,The Island,/work/1131906,2005,by Victoria Hislop,1,-3.76,8,3
The Formula [1980 film],The Formula [1980 film],/work/16526186,The Final Formula,/work/14784289,,by Becca Andre,1,-3.94,1,1
The Black Marble [1980 film],The Black Marble [1980 film],/work/15124450,The Black Marble,/work/303025,1977,by Joseph Wambaugh,0,-3.7,1,1
Rough Cut,Rough Cut,/work/748566,,,,by Edward Gorman,1,-3.5,1,1
The Warriors [1979 film],The Warriors [1979 film],/work/5719804,The Warriors,/work/1362699,1965,by Sol Yurick,0,-3.37,8,1
Moonraker [1979 film],Moonraker [1979 film],/work/2211220,Moonraker,/work/62213,,by Ian Fleming,1,-3.55,5,1
Escape from Alcatraz [1979 film],Escape from Alcatraz [1979 film],/work/12234492,Escape from Alcatraz,/work/1817318,,by J. Campbell Bruce,0,-3.37,5,1
Tess [1979 film],Tess [1979 film],/work/11905031,Tess of the d'Urbervilles,/work/7189,1891,by Thomas Hardy,0,-3.82,3,19
The Black Stallion [1979 film],The Black Stallion [1979 film],/work/6744633,The Black Stallion,/work/4915,1941,"by Walter Farley, Michel Faure, Robert Genin",1,-4.04,3,3
Airport Terminal Pack,Airport Terminal Pack,/work/3765930,,,,"by George Seaton (Director), Jerry Jameson (Director), David Lowell Rich (Director), Jack Smight (Director)",0,,1,1
Prophecy,Prophecy,/work/10740649,,,2011,by S. J. PARRIS,1,-3.77,20,1
Bloodline [1979 film],Bloodline [1979 film],/work/11681143,Bloodline,/work/10187,1978,by Sidney Sheldon,0,-3.56,1,1
Winter Kills [1979 film],Winter Kills [1979 film],/work/18930453,Winter Kills,/work/17833941,,by J. P. Bowie,1,-3.5,1,1
The Human Factor [1979 film],The Human Factor [1979 film],/work/18721229,The Human Factor,/work/92653,1978,by Graham Greene,0,-3.86,2,4
The Prisoner of Zenda [1979 film],The Prisoner of Zenda [1979 film],/work/8112400,The Prisoner of Zenda,/work/2970534,1894,by Anthony Hope,1,-3.74,17,5
Invasion of the Body Snatchers [1978 film],Invasion of the Body Snatchers [1978 film],/work/8921992,Invasion of the Body Snatchers [1956 film],/work/4607155,,"by Don Siegel (Director), Daniel Mainwaring (Screenwriter)",0,-3.77,1,1
Death on the Nile [1978 film],Death on the Nile [1978 film],/work/3446758,Death on the Nile,/work/29995,,by Agatha Christie,1,-3.92,17,3
The Lord of the Rings: Original 1978 Motion Picture Soundtrack,The Lord of the Rings: Original 1978 Motion Picture Soundtrack,/work/8793824,The Lord of the Rings,/work/1386651,1968,by J. R. R. Tolkien,1,-4.52,270,58
The Wiz [1978 film],The Wiz [1978 film],/work/9230157,The Wizard of Oz,/work/20410,1900,by L. Frank Baum,1,-3.87,22,14
The Great Train Robbery,The Great Train Robbery,/work/4809,,,1975,by Michael Crichton,0,-3.76,5,2
The Big Fix,The Big Fix,/work/558221,,,,by Roger L. Simon,1,-3.5,1,2
Caravans,Caravans,/work/151679,,,1963,by James A. Michener,0,-3.68,1,2
The Spy Who Loved Me [1977 film],The Spy Who Loved Me [1977 film],/work/2211213,The Spy Who Loved Me,/work/38539,,"by Ian Fleming, Vivienne Michel (Author)",1,-3.09,5,1
A Bridge Too Far [1977 film],A Bridge Too Far [1977 film],/work/2208634,A Bridge Too Far,/work/11744,,by Cornelius Ryan,0,-4.14,8,2
The Deep [1977 film],The Deep [1977 film],/work/16736346,The Deep,/work/22341293,,"by Rivers Solomon, Daveed Diggs, William Hutson, Jonathan Snipes",0,-3.84,2,10
The Rescuers [1977 film],The Rescuers [1977 film],/work/8098666,The Rescuers,/work/308736,1959,by Margery Sharp,1,-3.88,4,2
Sorcerer [1977 film],Sorcerer [1977 film],/work/11713224,The Wages of Fear,/work/1002505,1950,by Georges Arnaud,0,-4.02,1,1
Julia [1977 film],Julia [1977 film],/work/807730,Julia,/work/2308923,,by Lillian Hellman,0,-3,1,1
Carrie [1976 film],Carrie [1976 film],/work/858952,Carrie,/work/12444,1974,by Stephen King,0,-3.73,8,10
Marathon Man [1976 film],Marathon Man [1976 film],/work/5688999,Marathon Man,/work/299323,1974,by William Goldman,1,-3.84,1,1
The Man Who Fell to Earth [1976 film],The Man Who Fell to Earth [1976 film],/work/1349362,The Man Who Fell to Earth,/work/27188,1963,by Walter Tevis,0,-3.83,2,1
The Last Tycoon [1976 film],The Last Tycoon [1976 film],/work/6149715,The Last Tycoon,/work/4055967,1941,by F. Scott Fitzgerald,0,-3.45,5,1
Jaws [1975 film],Jaws [1975 film],/work/126763,Jaws,/work/24251,1974,by Peter Benchley,1,-3.61,4,2
One Flew Over the Cuckoo's Nest [1975 film],One Flew Over the Cuckoo's Nest [1975 film],/work/17914767,One Flew over the Cuckoo's Nest,/work/2122,1962,by Ken Kesey,0,-4.16,31,21
Barry Lyndon [1975 film],Barry Lyndon [1975 film],/work/820607,Barry Lyndon,/work/113803,1844,by William Makepeace Thackeray,0,-3.55,1,3
Picnic at Hanging Rock [1975 film],Picnic at Hanging Rock [1975 film],/work/880540,Picnic at Hanging Rock,/work/69475,1967,by Joan Lindsay,1,-3.76,10,1
The Eiger Sanction [1975 film],The Eiger Sanction [1975 film],/work/10706612,The Eiger Sanction,/work/4807,1972,by Trevanian,1,-3.69,1,2
3 Days of the Condor [1975 film],3 Days of the Condor [1975 film],/work/4115051,Six Days of the Condor,/work/429502,1974,by James Grady,1,-3.79,1,2
The Man Who Would Be King [1975 film],The Man Who Would Be King [1975 film],/work/823402,The Man Who Would Be King [short story],/work/8387386,1888,by Rudyard Kipling,0,-3.47,2,1
Hustle [1975 film],Hustle [1975 film],/work/8593230,"Hustle, Hustle",/work/9784168,,by Joel Bauer,0,-4,1,1
The Godfather Part II [1974 film],The Godfather Part II [1974 film],/work/646742,The Godfather,/work/4808,1969,by Mario Puzo,1,-4.18,25,12
The Man with the Golden Gun [1974 film],The Man with the Golden Gun [1974 film],/work/2211207,The Man with the Golden Gun,/work/108681,1965,by Ian Fleming,1,-3.27,17,1
Death Wish [1974 film],Death Wish [1974 film],/work/6230965,Death Wish [2018 film],/work/21919175,,"by Eli Roth (Director), Joe Carnahan (Screenwriter)",1,-2.25,4,1
The Great Gatsby (Original Japanese film program for the 1974 film),The Great Gatsby (Original Japanese film program for the 1974 film),/work/24111857,The Great Gatsby,/work/2964,1925,"by F. Scott Fitzgerald, Jane Pauley (Narrator), Maria Tsaneva (Illustrator)",0,-3.86,18,43
The Towering Inferno [1974 film],The Towering Inferno [1974 film],/work/779143,The Tower,/work/53549,,by Richard Martin Stern,0,-3.12,1,1
The Exorcist [1973 film],The Exorcist [1973 film],/work/883166,The Exorcist,/work/38484,1971,by William Peter Blatty,1,-3.9,6,13
Live and Let Die [1973 film],Live and Let Die [1973 film],/work/2211204,Live and Let Die,/work/43311,1954,by Ian Fleming,1,-3.43,7,1
Soylent Green [1973 film],Soylent Green [1973 film],/work/2943155,Make Room! Make Room!,/work/48796,1966,by Harry Harrison,0,-3.61,4,5
The Long Goodbye [1973 film],The Long Goodbye [1973 film],/work/3293125,The Long Goodbye,/work/15087,1953,by Raymond Chandler,1,-4.16,13,14
The Day of the Dolphin [1973 film],The Day of the Dolphin [1973 film],/work/18756187,Dolphin's First Day: The Story of a Bottlenose Dolphin,/work/1155053,1994,by Kathleen Weidner Zoehfeld,1,-3.94,1,1
The Godfather [1972 film],The Godfather [1972 film],/work/643664,The Godfather,/work/4808,1969,by Mario Puzo,1,-4.18,25,12
Deliverance [1972 film],Deliverance [1972 film],/work/126702,Deliverance,/work/69712,1970,by James Dickey,0,-3.9,4,13
The Poseidon Adventure [1972 film],The Poseidon Adventure [1972 film],/work/3364491,The Poseidon Adventure,/work/619306,1969,by Paul Gallico,0,-3.46,1,1
A Clockwork Orange [1971 film],A Clockwork Orange [1971 film],/work/35519,A Clockwork Orange,/work/1473,1962,by Anthony Burgess,0,-4,11,35
Willy Wonka & the Chocolate Factory [1971 film],Willy Wonka & the Chocolate Factory [1971 film],/work/1428423,Charlie and the Chocolate Factory,/work/1588,,by Roald Dahl,1,-4.1,25,15
Diamonds Are Forever [1971 film],Diamonds Are Forever [1971 film],/work/2211141,Diamonds Are Forever,/work/43275,,by Ian Fleming,1,-3.44,10,1
The Last Picture Show [1971 film],The Last Picture Show [1971 film],/work/5852057,The Last Picture Show,/work/72810,,by Larry McMurtry,1,-3.91,16,2
Wake in Fright [1971 film],Wake in Fright [1971 film],/work/14890650,Wake in Fright,/work/581375,1961,by Kenneth Cook,0,-4.06,1,1
Johnny Got His Gun [1971 film],Johnny Got His Gun [1971 film],/work/15830359,Johnny Got His Gun,/work/8442,1939,by Dalton Trumbo,0,-4.17,8,3
MASH: A Novel About Three Army Doctors,MASH: A Novel About Three Army Doctors,/work/39891,,,1968,"by Richard Hooker, Richard Hooker",1,-3.81,8,1
Love Story [1970 film],Love Story [1970 film],/work/2720256,Love Story,/work/42295,1970,by Erich Segal,1,-3.36,5,7
Airport [1970 film],Airport [1970 film],/work/7799938,Airport,/work/69661,,by Arthur Hailey,0,-3.55,11,3
Little Big Man [1970 film],Little Big Man [1970 film],/work/126778,Little Big Man,/work/2071405,1964,"by Thomas Berger, Thomas Berger",1,-4.15,1,5
Beneath the Planet of the Apes [1970 film],Beneath the Planet of the Apes [1970 film],/work/897702,Beneath the Planet of the Apes,/work/704980,1970,by Michael Avallone,1,-3.19,1,1
