title,description,contributor,author,contributor_note,price,age_group,publisher,isbns,ranks_history,reviews
The Pillars of Hercules: A Grand Tour of the Mediterranean,,,Paul Theroux,,0.00,,,"[{'isbn10': '0449910857', 'isbn13': '9780449910856'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1997/01/26/books/new-noteworthy-paperbacks-217905.html', 'article_chapter_link': None}]"
The Pillow Boy of the Lady Onogoro,,,Alison Fell,,0.00,,,"[{'isbn10': '0156004682', 'isbn13': '9780156004688'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1996/03/03/books/a-thousand-and-one-japanese-nights.html', 'article_chapter_link': None}]"
The Pilot's Wife (Oprah's Book Club),,,Anita Shreve,,0.00,,,"[{'isbn10': '0316601950', 'isbn13': '9780316601955'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1998/06/07/books/carry-on-baggage.html', 'article_chapter_link': None}]"
THE PINE TAR GAME,,by Filip Bondy,Filip Bondy,,0.00,,Scribner,"[{'isbn10': '1476777179', 'isbn13': '9781476777177'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"The Pinecone: The Story of Sarah Losh, Forgotten Romantic Heroine--Antiquarian, Architect, and Visionary",,,Jenny Uglow,,0.00,,,"[{'isbn10': '0374232873', 'isbn13': '9780374232870'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2013/02/03/books/review/the-pinecone-by-jenny-uglow.html', 'article_chapter_link': None}]"
THE PIONEER WOMAN,"The proprietor of ThePioneerWoman.com describes her marriage, or, as she puts it, her transition from “black heels to tractor wheels.”",by Ree Drummond,Ree Drummond,,0.00,,Morrow/HarperCollins,"[{'isbn10': '0061997161', 'isbn13': '9780061997167'}, {'isbn10': '006208433X', 'isbn13': '9780062084330'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
THE PIONEER WOMAN COOKS,Cowboy-tested recipes from the proprietor of ThePioneerWoman.com.,by Ree Drummond,Ree Drummond,,0.00,,Morrow,"[{'isbn10': '0061658197', 'isbn13': '9780061658198'}, {'isbn10': '0062315013', 'isbn13': '9780062315014'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
THE PIONEER WOMAN COOKS--SUPER EASY!,,by Ree Drummond,Ree Drummond,,0.00,,Morrow,"[{'isbn10': '0062962760', 'isbn13': '9780062962768'}]","[{'primary_isbn10': '0062962760', 'primary_isbn13': '9780062962768', 'rank': 1, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2021-11-14', 'bestsellers_date': '2021-10-30', 'weeks_on_list': 2, 'rank_last_week': 1, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062962760', 'primary_isbn13': '9780062962768', 'rank': 1, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2021-11-07', 'bestsellers_date': '2021-10-23', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
THE PIONEER WOMAN COOKS: A YEAR OF HOLIDAYS,Recipes for holidays and celebrations.,by Ree Drummond,Ree Drummond,,0.00,,Morrow,"[{'isbn10': '0062225227', 'isbn13': '9780062225221'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
THE PIONEER WOMAN COOKS: COME AND GET IT!,,by Ree Drummond,Ree Drummond,,0.00,,Morrow,"[{'isbn10': '006222526X', 'isbn13': '9780062225269'}, {'isbn10': '0062836080', 'isbn13': '9780062835604'}, {'isbn10': '0062225278', 'isbn13': '9780062225276'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
THE PIONEER WOMAN COOKS: DINNERTIME,"Recipes for comfort-food classics, quick meals, freezer food and more from the proprietor of ThePioneerWoman.com.",by Ree Drummond,Ree Drummond,,0.00,,Morrow/HarperCollins,"[{'isbn10': '0062225243', 'isbn13': '9780062225245'}, {'isbn10': '0062225251', 'isbn13': '9780062225252'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
THE PIONEER WOMAN COOKS: FOOD FROM MY FRONTIER,Cowboy-tested recipes from the proprietor of ThePioneerWoman.com.,by Ree Drummond,Ree Drummond,,0.00,,Morrow,"[{'isbn10': '0061997188', 'isbn13': '9780061997181'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
THE PIONEER WOMAN COOKS: THE NEW FRONTIER,,by Ree Drummond,Ree Drummond,,0.00,,Morrow,"[{'isbn10': '0062561375', 'isbn13': '9780062561374'}, {'isbn10': '0062561383', 'isbn13': '9780062561381'}]","[{'primary_isbn10': '0062561375', 'primary_isbn13': '9780062561374', 'rank': 3, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2020-01-12', 'bestsellers_date': '2019-12-28', 'weeks_on_list': 10, 'rank_last_week': 3, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062561375', 'primary_isbn13': '9780062561374', 'rank': 3, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2020-01-05', 'bestsellers_date': '2019-12-21', 'weeks_on_list': 9, 'rank_last_week': 3, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062561375', 'primary_isbn13': '9780062561374', 'rank': 3, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2019-12-29', 'bestsellers_date': '2019-12-14', 'weeks_on_list': 8, 'rank_last_week': 3, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062561375', 'primary_isbn13': '9780062561374', 'rank': 3, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2019-12-22', 'bestsellers_date': '2019-12-07', 'weeks_on_list': 7, 'rank_last_week': 1, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062561375', 'primary_isbn13': '9780062561374', 'rank': 1, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2019-12-15', 'bestsellers_date': '2019-11-30', 'weeks_on_list': 6, 'rank_last_week': 2, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062561375', 'primary_isbn13': '9780062561374', 'rank': 2, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2019-12-08', 'bestsellers_date': '2019-11-23', 'weeks_on_list': 5, 'rank_last_week': 1, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062561375', 'primary_isbn13': '9780062561374', 'rank': 1, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2019-12-01', 'bestsellers_date': '2019-11-16', 'weeks_on_list': 4, 'rank_last_week': 1, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062561375', 'primary_isbn13': '9780062561374', 'rank': 1, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2019-11-24', 'bestsellers_date': '2019-11-09', 'weeks_on_list': 3, 'rank_last_week': 1, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062561375', 'primary_isbn13': '9780062561374', 'rank': 1, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2019-11-17', 'bestsellers_date': '2019-11-02', 'weeks_on_list': 2, 'rank_last_week': 1, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062561375', 'primary_isbn13': '9780062561374', 'rank': 1, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2019-11-10', 'bestsellers_date': '2019-10-26', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
THE PIONEERS,The Pulitzer Prize-winning historian tells the story of the settling of the Northwest Territory through five main characters.,by David McCullough,David McCullough,,0.00,,Simon & Schuster,"[{'isbn10': '1501168681', 'isbn13': '9781501168680'}, {'isbn10': '1982131667', 'isbn13': '9781982131661'}, {'isbn10': '150827908X', 'isbn13': '9781508279082'}, {'isbn10': '1432865099', 'isbn13': '9781432865092'}, {'isbn10': '1501168703', 'isbn13': '9781501168703'}]","[{'primary_isbn10': '1501168703', 'primary_isbn13': '9781501168703', 'rank': 10, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-06-07', 'bestsellers_date': '2020-05-23', 'weeks_on_list': 3, 'rank_last_week': 8, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501168703', 'primary_isbn13': '9781501168703', 'rank': 8, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-05-31', 'bestsellers_date': '2020-05-16', 'weeks_on_list': 2, 'rank_last_week': 10, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501168703', 'primary_isbn13': '9781501168703', 'rank': 10, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-05-24', 'bestsellers_date': '2020-05-09', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': 'None', 'primary_isbn13': '9781501168697', 'rank': 10, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2020-01-19', 'bestsellers_date': '2020-01-04', 'weeks_on_list': 20, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501168681', 'primary_isbn13': '9781501168680', 'rank': 14, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2020-01-12', 'bestsellers_date': '2019-12-28', 'weeks_on_list': 20, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501168681', 'primary_isbn13': '9781501168680', 'rank': 15, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2019-12-29', 'bestsellers_date': '2019-12-14', 'weeks_on_list': 19, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501168681', 'primary_isbn13': '9781501168680', 'rank': 14, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2019-10-06', 'bestsellers_date': '2019-09-21', 'weeks_on_list': 19, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501168681', 'primary_isbn13': '9781501168680', 'rank': 5, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2019-09-22', 'bestsellers_date': '2019-09-07', 'weeks_on_list': 18, 'rank_last_week': 5, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': 'https://www.nytimes.com/2019/05/13/books/review/david-mccullough-pioneers.html', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
THE PIRATE KING,"In Book 2 of the Transitions fantasy series, Drizzt returns to Luskan, a city dominated by dangerous ­pirates.",by R. A. Salvatore,R A Salvatore,,0.00,,Wizards of the Coast,[],[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
The Pirate's Daughter,,,Robert Girardi,,0.00,,,"[{'isbn10': '0385319525', 'isbn13': '9780385319522'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1997/02/16/books/books-in-brief-fiction-532444.html', 'article_chapter_link': None}]"
The Pirate's Daughter: A Novel,,,Margaret Cezair-Thompson,,0.00,,,"[{'isbn10': '0812979427', 'isbn13': '9780812979428'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2007/10/28/books/review/Glover-t.html', 'article_chapter_link': None}]"
The Pirate's Son,,,Geraldine McCaughrean,,0.00,,,"[{'isbn10': '0590203444', 'isbn13': '9780590203449'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1999/01/17/books/children-s-books-bookshelf-778214.html', 'article_chapter_link': None}]"
THE PIRATES OF SOMALIA,A Canadian journalist explores the causes of modern piracy and charts its explosive growth.,by  Jay Bahadur,Jay Bahadur,,0.00,,Knopf Doubleday,"[{'isbn10': '030737906X', 'isbn13': '9780307379061'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"The Pity of It All: A History of the Jews in Germany, 1743-1933",,,Amos Elon,,0.00,,,"[{'isbn10': '0805059644', 'isbn13': '9780805059649'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2002/11/24/books/enlightenment-all-around.html', 'article_chapter_link': None}]"
The Place of Poetry: Two Centuries of an Art in Crisis,,,Christopher Clausen,,0.00,,,"[{'isbn10': '0813114292', 'isbn13': '9780813114293'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1982/01/24/books/poetries-and-their-audiences.html', 'article_chapter_link': None}]"
The Place You Love Is Gone: Progress Hits Home,,,Melissa Holbrook Pierson,,0.00,,,"[{'isbn10': '0393057399', 'isbn13': '9780393057393'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2006/01/15/books/review/15swofford.html', 'article_chapter_link': None}]"
The Places In Between,,,Rory Stewart,,0.00,,,"[{'isbn10': '0156031566', 'isbn13': '9780156031561'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2006/06/11/books/review/11cover_bissel.html', 'article_chapter_link': None}]"
The Plagiarist: A Novel,,,Benjamin Cheever,,0.00,,,"[{'isbn10': '0020189257', 'isbn13': '9780020189251'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1992/05/17/books/what-is-wrong-with-arthur-s-life.html', 'article_chapter_link': None}]"
THE PLAGUE OF DOVES,,by Louise Erdrich,Louise Erdrich,,0.00,,Harper Perennial,"[{'isbn10': '0060515139', 'isbn13': '9780060515133'}]",[],"[{'book_review_link': 'https://www.nytimes.com/2008/04/29/books/29kaku.html', 'first_chapter_link': '', 'sunday_review_link': 'https://www.nytimes.com/2008/05/11/books/review/Barcott-t.html', 'article_chapter_link': ''}]"
The Plague Years: A Chronicle of AIDS the Epidemic of Our Times,,,David Black,,0.00,,,"[{'isbn10': '0671612247', 'isbn13': '9780671612245'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1986/07/27/books/two-million-americans-and-counting.html', 'article_chapter_link': None}]"
THE PLAN,A 20-day program that offers individualized help for weight loss.,by Lyn-Genet Recitas,Lyn-Genet Recitas,,0.00,,Grand Central Publishing,"[{'isbn10': '1455515485', 'isbn13': '9781455515486'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
THE PLANETARY OMNIBUS,"Elijah Snow, Jakita Wagner and The Drummer, self-described “archaeologists of the impossible,” travel the world and other dimensions in search of strange superhuman and paranormal events.",by Warren Ellis and John Cassaday,Warren Ellis and John Cassaday,,0.00,,DC Comics,"[{'isbn10': '1401242383', 'isbn13': '9781401242381'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
The Planets,,,Dava Sobel,,0.00,,,"[{'isbn10': '0142001163', 'isbn13': '9780142001165'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2005/11/13/books/review/13bartusiak.html', 'article_chapter_link': None}]"
THE PLANT PARADOX,,by Steven R. Gundry,Steven R Gundry,,0.00,,Harper Wave/HarperCollins,"[{'isbn10': '006242713X', 'isbn13': '9780062427137'}, {'isbn10': '0062427148', 'isbn13': '9780062427144'}]","[{'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 10, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-10-14', 'bestsellers_date': '2018-09-29', 'weeks_on_list': 31, 'rank_last_week': 8, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 8, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-10-07', 'bestsellers_date': '2018-09-22', 'weeks_on_list': 30, 'rank_last_week': 6, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 6, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-09-30', 'bestsellers_date': '2018-09-15', 'weeks_on_list': 29, 'rank_last_week': 6, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 6, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-09-23', 'bestsellers_date': '2018-09-08', 'weeks_on_list': 28, 'rank_last_week': 6, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 6, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-09-16', 'bestsellers_date': '2018-09-01', 'weeks_on_list': 27, 'rank_last_week': 4, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 4, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-09-09', 'bestsellers_date': '2018-08-25', 'weeks_on_list': 26, 'rank_last_week': 6, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 6, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-09-02', 'bestsellers_date': '2018-08-18', 'weeks_on_list': 25, 'rank_last_week': 8, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 8, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-08-26', 'bestsellers_date': '2018-08-11', 'weeks_on_list': 24, 'rank_last_week': 7, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 7, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-08-19', 'bestsellers_date': '2018-08-04', 'weeks_on_list': 23, 'rank_last_week': 5, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 5, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-08-12', 'bestsellers_date': '2018-07-28', 'weeks_on_list': 22, 'rank_last_week': 4, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 4, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-08-05', 'bestsellers_date': '2018-07-21', 'weeks_on_list': 21, 'rank_last_week': 2, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '006242713X', 'primary_isbn13': '9780062427137', 'rank': 2, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2018-07-29', 'bestsellers_date': '2018-07-14', 'weeks_on_list': 20, 'rank_last_week': 4, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
