SearchTerm,Link1,AdaptationOf,Link2,published_x,author_x,series_x,rating_x,charnum_x,awardnum_x
The Amateur [1981 film],/work/26329788,The Amateur Marriage,/work/2554470,(2004),by Anne Tyler,0.0,(3.57),1.0,4.0
The Shining [1980 film],/work/2986124,The Shining,/work/6050,(1977),by Stephen King,1.0,(4.12),7.0,16.0
The Blue Lagoon [1980 film],/work/10577286,The Blue Lagoon,/work/885007,(1908),by H. de Vere Stacpoole,1.0,(3.73),1.0,1.0
Ordinary People [1980 film],/work/2138245,Ordinary People,/work/5867,(1976),by Judith Guest,0.0,(3.83),5.0,8.0
The Hunter [1980 film],/work/18387110,The Heart is a Lonely Hunter,/work/18244,(1940),by Carson McCullers,0.0,(3.96),9.0,20.0
The Stunt Man [1980 film],/work/1593462,The Stunt Man,/work/433884,,by Paul Brodeur,0.0,(3.6),1.0,1.0
Cattle Annie and Little Britches,/work/12521801,,,,by Robert Ward,0.0,(5),1.0,1.0
The Island [1980 Film],/work/19018266,The Island,/work/1131906,(2005),by Victoria Hislop,1.0,(3.76),8.0,3.0
The Formula [1980 film],/work/16526186,The Final Formula,/work/14784289,,by Becca Andre,1.0,(3.94),1.0,1.0
The Black Marble [1980 film],/work/15124450,The Black Marble,/work/303025,(1977),by Joseph Wambaugh,0.0,(3.7),1.0,1.0
Rough Cut,/work/748566,,,,by Edward Gorman,1.0,(3.5),1.0,1.0
The Warriors [1979 film],/work/5719804,The Warriors,/work/1362699,(1965),by Sol Yurick,0.0,(3.37),8.0,1.0
Moonraker [1979 film],/work/2211220,Moonraker,/work/62213,,by Ian Fleming,1.0,(3.55),5.0,1.0
Escape from Alcatraz [1979 film],/work/12234492,Escape from Alcatraz,/work/1817318,,by J. Campbell Bruce,0.0,(3.37),5.0,1.0
Tess [1979 film],/work/11905031,Tess of the d'Urbervilles,/work/7189,(1891),by Thomas Hardy,0.0,(3.82),3.0,19.0
The Black Stallion [1979 film],/work/6744633,The Black Stallion,/work/4915,(1941),"by Walter Farley, Michel Faure, Robert Genin",1.0,(4.04),3.0,3.0
Airport Terminal Pack,/work/3765930,,,,"by George Seaton (Director), Jerry Jameson (Director), David Lowell Rich (Director), Jack Smight (Director)",0.0,,1.0,1.0
Prophecy,/work/10740649,,,(2011),by S. J. PARRIS,1.0,(3.77),20.0,1.0
Bloodline [1979 film],/work/11681143,Bloodline,/work/10187,(1978),by Sidney Sheldon,0.0,(3.56),1.0,1.0
Winter Kills [1979 film],/work/18930453,Winter Kills,/work/17833941,,by J. P. Bowie,1.0,(3.5),1.0,1.0
The Human Factor [1979 film],/work/18721229,The Human Factor,/work/92653,(1978),by Graham Greene,0.0,(3.86),2.0,4.0
The Prisoner of Zenda [1979 film],/work/8112400,The Prisoner of Zenda,/work/2970534,(1894),by Anthony Hope,1.0,(3.74),17.0,5.0
Invasion of the Body Snatchers [1978 film],/work/8921992,Invasion of the Body Snatchers [1956 film],/work/4607155,,"by Don Siegel (Director), Daniel Mainwaring (Screenwriter)",0.0,(3.77),1.0,1.0
Death on the Nile [1978 film],/work/3446758,Death on the Nile,/work/29995,,by Agatha Christie,1.0,(3.92),17.0,3.0
The Lord of the Rings: Original 1978 Motion Picture Soundtrack,/work/8793824,The Lord of the Rings,/work/1386651,(1968),by J. R. R. Tolkien,1.0,(4.52),270.0,58.0
The Wiz [1978 film],/work/9230157,The Wizard of Oz,/work/20410,(1900),by L. Frank Baum,1.0,(3.87),22.0,14.0
The Great Train Robbery,/work/4809,,,(1975),by Michael Crichton,0.0,(3.76),5.0,2.0
The Big Fix,/work/558221,,,,by Roger L. Simon,1.0,(3.5),1.0,2.0
Caravans,/work/151679,,,(1963),by James A. Michener,0.0,(3.68),1.0,2.0
The Spy Who Loved Me [1977 film],/work/2211213,The Spy Who Loved Me,/work/38539,,"by Ian Fleming, Vivienne Michel (Author)",1.0,(3.09),5.0,1.0
A Bridge Too Far [1977 film],/work/2208634,A Bridge Too Far,/work/11744,,by Cornelius Ryan,0.0,(4.14),8.0,2.0
The Deep [1977 film],/work/16736346,The Deep,/work/22341293,,"by Rivers Solomon, Daveed Diggs, William Hutson, Jonathan Snipes",0.0,(3.84),2.0,10.0
The Rescuers [1977 film],/work/8098666,The Rescuers,/work/308736,(1959),by Margery Sharp,1.0,(3.88),4.0,2.0
Sorcerer [1977 film],/work/11713224,The Wages of Fear,/work/1002505,(1950),by Georges Arnaud,0.0,(4.02),1.0,1.0
Julia [1977 film],/work/807730,Julia,/work/2308923,,by Lillian Hellman,0.0,(3),1.0,1.0
Carrie [1976 film],/work/858952,Carrie,/work/12444,(1974),by Stephen King,0.0,(3.73),8.0,10.0
Marathon Man [1976 film],/work/5688999,Marathon Man,/work/299323,(1974),by William Goldman,1.0,(3.84),1.0,1.0
The Man Who Fell to Earth [1976 film],/work/1349362,The Man Who Fell to Earth,/work/27188,(1963),by Walter Tevis,0.0,(3.83),2.0,1.0
The Last Tycoon [1976 film],/work/6149715,The Last Tycoon,/work/4055967,(1941),by F. Scott Fitzgerald,0.0,(3.45),5.0,1.0
Jaws [1975 film],/work/126763,Jaws,/work/24251,(1974),by Peter Benchley,1.0,(3.61),4.0,2.0
One Flew Over the Cuckoo's Nest [1975 film],/work/17914767,One Flew over the Cuckoo's Nest,/work/2122,(1962),by Ken Kesey,0.0,(4.16),31.0,21.0
Barry Lyndon [1975 film],/work/820607,Barry Lyndon,/work/113803,(1844),by William Makepeace Thackeray,0.0,(3.55),1.0,3.0
Picnic at Hanging Rock [1975 film],/work/880540,Picnic at Hanging Rock,/work/69475,(1967),by Joan Lindsay,1.0,(3.76),10.0,1.0
The Eiger Sanction [1975 film],/work/10706612,The Eiger Sanction,/work/4807,(1972),by Trevanian,1.0,(3.69),1.0,2.0
3 Days of the Condor [1975 film],/work/4115051,Six Days of the Condor,/work/429502,(1974),by James Grady,1.0,(3.79),1.0,2.0
The Man Who Would Be King [1975 film],/work/823402,The Man Who Would Be King [short story],/work/8387386,(1888),by Rudyard Kipling,0.0,(3.47),2.0,1.0
Hustle [1975 film],/work/8593230,"Hustle, Hustle",/work/9784168,,by Joel Bauer,0.0,(4),1.0,1.0
The Godfather Part II [1974 film],/work/646742,The Godfather,/work/4808,(1969),by Mario Puzo,1.0,(4.18),25.0,12.0
The Man with the Golden Gun [1974 film],/work/2211207,The Man with the Golden Gun,/work/108681,(1965),by Ian Fleming,1.0,(3.27),17.0,1.0
Death Wish [1974 film],/work/6230965,Death Wish [2018 film],/work/21919175,,"by Eli Roth (Director), Joe Carnahan (Screenwriter)",1.0,(2.25),4.0,1.0
The Great Gatsby (Original Japanese film program for the 1974 film),/work/24111857,The Great Gatsby,/work/2964,(1925),"by F. Scott Fitzgerald, Jane Pauley (Narrator), Maria Tsaneva (Illustrator)",0.0,(3.86),18.0,43.0
The Towering Inferno [1974 film],/work/779143,The Tower,/work/53549,,by Richard Martin Stern,0.0,(3.12),1.0,1.0
The Exorcist [1973 film],/work/883166,The Exorcist,/work/38484,(1971),by William Peter Blatty,1.0,(3.9),6.0,13.0
Live and Let Die [1973 film],/work/2211204,Live and Let Die,/work/43311,(1954),by Ian Fleming,1.0,(3.43),7.0,1.0
Soylent Green [1973 film],/work/2943155,Make Room! Make Room!,/work/48796,(1966),by Harry Harrison,0.0,(3.61),4.0,5.0
The Long Goodbye [1973 film],/work/3293125,The Long Goodbye,/work/15087,(1953),by Raymond Chandler,1.0,(4.16),13.0,14.0
The Day of the Dolphin [1973 film],/work/18756187,Dolphin's First Day: The Story of a Bottlenose Dolphin,/work/1155053,(1994),by Kathleen Weidner Zoehfeld,1.0,(3.94),1.0,1.0
The Godfather [1972 film],/work/643664,The Godfather,/work/4808,(1969),by Mario Puzo,1.0,(4.18),25.0,12.0
Deliverance [1972 film],/work/126702,Deliverance,/work/69712,(1970),by James Dickey,0.0,(3.9),4.0,13.0
The Poseidon Adventure [1972 film],/work/3364491,The Poseidon Adventure,/work/619306,(1969),by Paul Gallico,0.0,(3.46),1.0,1.0
A Clockwork Orange [1971 film],/work/35519,A Clockwork Orange,/work/1473,(1962),by Anthony Burgess,0.0,(4),11.0,35.0
Willy Wonka & the Chocolate Factory [1971 film],/work/1428423,Charlie and the Chocolate Factory,/work/1588,,by Roald Dahl,1.0,(4.1),25.0,15.0
Diamonds Are Forever [1971 film],/work/2211141,Diamonds Are Forever,/work/43275,,by Ian Fleming,1.0,(3.44),10.0,1.0
The Last Picture Show [1971 film],/work/5852057,The Last Picture Show,/work/72810,,by Larry McMurtry,1.0,(3.91),16.0,2.0
Wake in Fright [1971 film],/work/14890650,Wake in Fright,/work/581375,(1961),by Kenneth Cook,0.0,(4.06),1.0,1.0
Johnny Got His Gun [1971 film],/work/15830359,Johnny Got His Gun,/work/8442,(1939),by Dalton Trumbo,0.0,(4.17),8.0,3.0
MASH: A Novel About Three Army Doctors,/work/39891,,,(1968),"by Richard Hooker, Richard Hooker",1.0,(3.81),8.0,1.0
Love Story [1970 film],/work/2720256,Love Story,/work/42295,(1970),by Erich Segal,1.0,(3.36),5.0,7.0
Airport [1970 film],/work/7799938,Airport,/work/69661,,by Arthur Hailey,0.0,(3.55),11.0,3.0
Little Big Man [1970 film],/work/126778,Little Big Man,/work/2071405,(1964),"by Thomas Berger, Thomas Berger",1.0,(4.15),1.0,5.0
Beneath the Planet of the Apes [1970 film],/work/897702,Beneath the Planet of the Apes,/work/704980,(1970),by Michael Avallone,1.0,(3.19),1.0,1.0
